iter	Passed	Remaining
405	7476	10939
406	7496	10921
407	7516	10905
408	7535	10889
409	7557	10874
410	7575	10856
411	7595	10840
412	7614	10822
413	7633	10805
414	7651	10785
415	7668	10764
416	7686	10746
417	7703	10725
418	7720	10705
419	7738	10687
420	7755	10666
421	7775	10650
422	7793	10631
423	7811	10612
424	7829	10593
425	7849	10576
426	7868	10558
427	7886	10540
428	7906	10524
429	7926	10507
430	7945	10490
431	7966	10474
432	7985	10456
433	8003	10438
434	8020	10418
435	8038	10398
436	8057	10380
437	8074	10360
438	8091	10340
439	8108	10320
440	8126	10301
441	8144	10281
442	8164	10265
443	8182	10246
444	8201	10228
445	8218	10209
446	8235	10188
447	8251	10167
448	8269	10147
449	8286	10127
450	8305	10110
451	8322	10090
452	8340	10070
453	8357	10051
454	8374	10031
455	8391	10010
456	8408	9991
457	8425	9971
458	8443	9951
459	8461	9932
460	8479	9913
461	8496	9893
462	8513	9874
463	8531	9855
464	8549	9836
465	8568	9819
466	8591	9805
467	8610	9787
468	8631	9772
469	8651	9755
470	8671	9738
471	8689	9720
472	8707	9701
473	8726	9683
474	8743	9664
475	8761	9645
476	8779	9626
477	8799	9609
478	8816	9589
479	8833	9569
480	8850	9550
481	8867	9530
482	8885	9510
483	8902	9490
484	8922	9473
485	8938	9453
486	8955	9433
487	8972	9413
488	8988	9393
489	9006	9373
490	9023	9354
491	9040	9334
492	9058	9315
493	9076	9296
494	9094	9278
495	9111	9258
496	9127	9238
497	9144	9218
498	9161	9198
499	9179	9179
500	9197	9160
501	9216	9142
502	9234	9124
503	9252	9106
504	9269	9086
505	9288	9068
506	9306	9049
507	9325	9032
508	9346	9015
509	9366	8999
510	9392	8987
511	9410	8969
512	9429	8951
513	9448	8933
514	9466	8915
515	9486	8897
516	9503	8878
517	9522	8860
518	9540	8842
519	9560	8824
520	9578	8806
521	9598	8789
522	9619	8773
523	9638	8755
524	9656	8737
525	9676	8720
526	9695	8701
527	9713	8682
528	9731	8664
529	9750	8646
530	9768	8627
531	9787	8610
532	9805	8591
533	9822	8571
534	9840	8552
535	9857	8533
536	9875	8514
537	9894	8496
538	9913	8478
539	9931	8459
540	9948	8440
541	9967	8422
542	9987	8405
543	10006	8387
544	10024	8369
545	10042	8350
546	10061	8332
547	10080	8314
548	10099	8296
549	10117	8278
550	10134	8258
551	10152	8239
552	10170	8220
553	10188	8202
554	10205	8182
555	10222	8163
556	10239	8144
557	10257	8124
558	10274	8105
559	10291	8086
560	10310	8067
561	10328	8049
562	10346	8031
563	10364	8012
564	10381	7992
565	10411	7983
566	10428	7964
567	10446	7944
568	10463	7925
569	10480	7906
570	10497	7887
571	10513	7866
572	10530	7847
573	10547	7827
574	10565	7809
575	10582	7789
576	10599	7770
577	10616	7751
578	10633	7732
579	10651	7712
580	10669	7694
581	10685	7674
582	10702	7654
583	10719	7635
584	10736	7616
585	10753	7596
586	10770	7577
587	10787	7558
588	10804	7539
589	10822	7520
590	10839	7501
591	10857	7482
592	10874	7463
593	10891	7444
594	10910	7426
595	10929	7408
596	10946	7389
597	10964	7370
598	10982	7352
599	11003	7335
600	11019	7315
601	11037	7296
602	11055	7278
603	11072	7259
604	11090	7240
605	11107	7221
606	11125	7203
607	11142	7184
608	11162	7166
609	11178	7147
610	11213	7139
611	11229	7119
612	11249	7101
613	11267	7083
614	11286	7065
615	11306	7048
616	11325	7030
617	11345	7013
618	11368	6997
619	11387	6979
620	11406	6961
621	11425	6943
622	11444	6925
623	11466	6909
624	11485	6891
625	11502	6872
626	11519	6852
627	11536	6833
628	11553	6814
629	11569	6794
630	11587	6775
631	11603	6756
632	11620	6737
633	11638	6718
634	11654	6699
635	11671	6680
636	11687	6660
637	11704	6641
638	11721	6621
639	11738	6602
640	11755	6583
641	11772	6564
642	11790	6545
643	11807	6527
644	11824	6508
645	11842	6489
646	11859	6470
647	11877	6452
648	11895	6433
649	11912	6414
650	11930	6395
651	11947	6376
652	11964	6357
653	11981	6338
654	11998	6320
655	12016	6301
656	12033	6282
657	12050	6263
658	12068	6244
659	12084	6225
660	12102	6206
661	12119	6188
662	12137	6169
663	12154	6150
664	12172	6131
665	12189	6112
666	12207	6094
667	12223	6075
668	12240	6056
669	12258	6037
670	12275	6018
671	12291	5999
672	12310	5981
673	12327	5962
674	12344	5943
675	12361	5924
676	12379	5906
677	12396	5887
678	12414	5868
679	12430	5849
680	12448	5831
681	12464	5812
682	12482	5793
683	12498	5774
684	12515	5755
685	12532	5736
686	12550	5718
687	12567	5699
688	12584	5680
689	12602	5661
690	12619	5643
691	12637	5624
692	12654	5606
693	12672	5587
694	12689	5568
695	12708	5550
696	12725	5532
697	12745	5514
698	12764	5496
699	12782	5478
700	12800	5459
701	12816	5440
702	12834	5422
703	12852	5404
704	12869	5385
705	12889	5367
706	12906	5348
707	12923	5329
708	12940	5311
709	12958	5292
710	12976	5274
711	12996	5256
712	13015	5239
713	13034	5221
714	13052	5202
715	13070	5184
716	13088	5166
717	13106	5147
718	13124	5129
719	13142	5110
720	13159	5092
721	13177	5073
722	13197	5056
723	13214	5037
724	13232	5019
725	13249	5000
726	13266	4981
727	13284	4963
728	13300	4944
729	13317	4925
730	13334	4907
731	13352	4888
732	13370	4870
733	13388	4851
734	13405	4833
735	13423	4814
736	13440	4796
737	13457	4777
738	13475	4759
739	13492	4740
740	13508	4721
741	13526	4703
742	13543	4684
743	13560	4666
744	13578	4647
745	13595	4629
746	13612	4610
747	13629	4591
748	13645	4572
749	13663	4554
750	13679	4535
751	13696	4516
752	13712	4498
753	13729	4479
754	13746	4460
755	13762	4441
756	13779	4423
757	13795	4404
758	13812	4385
759	13829	4367
760	13847	4348
761	13864	4330
762	13881	4311
763	13898	4293
764	13916	4274
765	13932	4256
766	13960	4241
767	13977	4222
768	13994	4203
769	14011	4185
770	14029	4166
771	14046	4148
772	14063	4129
773	14079	4111
774	14096	4092
775	14112	4073
776	14129	4055
777	14147	4036
778	14163	4018
779	14181	3999
780	14197	3981
781	14215	3962
782	14233	3944
783	14251	3926
784	14268	3907
785	14285	3889
786	14302	3871
787	14321	3852
788	14337	3834
789	14355	3815
790	14372	3797
791	14391	3779
792	14408	3761
793	14427	3743
794	14446	3725
795	14464	3707
796	14482	3688
797	14500	3670
798	14518	3652
799	14536	3634
800	14553	3615
801	14571	3597
802	14589	3579
803	14608	3561
804	14625	3542
805	14641	3524
806	14659	3505
807	14677	3487
808	14696	3469
809	14714	3451
810	14733	3433
811	14751	3415
812	14771	3397
813	14789	3379
814	14808	3361
815	14827	3343
816	14845	3325
817	14875	3309
818	14894	3291
819	14911	3273
820	14929	3254
821	14946	3236
822	14964	3218
823	14981	3199
824	14998	3181
825	15015	3163
826	15032	3144
827	15049	3126
828	15066	3107
829	15084	3089
830	15101	3071
831	15118	3052
832	15135	3034
833	15153	3016
834	15170	2997
835	15188	2979
836	15205	2961
837	15223	2942
838	15240	2924
839	15257	2906
840	15274	2887
841	15291	2869
842	15308	2851
843	15325	2832
844	15342	2814
845	15360	2796
846	15377	2777
847	15395	2759
848	15412	2741
849	15429	2722
850	15447	2704
851	15465	2686
852	15482	2668
853	15499	2649
854	15516	2631
855	15534	2613
856	15550	2594
857	15567	2576
858	15584	2558
859	15601	2539
860	15618	2521
861	15634	2503
862	15651	2484
863	15669	2466
864	15687	2448
865	15705	2430
866	15723	2412
867	15741	2393
868	15758	2375
869	15778	2357
870	15797	2339
871	15815	2321
872	15832	2303
873	15853	2285
874	15873	2267
875	15892	2249
876	15911	2231
877	15929	2213
878	15946	2195
879	15964	2176
880	15981	2158
881	15999	2140
882	16016	2122
883	16035	2104
884	16052	2085
885	16070	2067
886	16088	2049
887	16106	2031
888	16124	2013
889	16144	1995
890	16163	1977
891	16182	1959
892	16199	1941
893	16217	1922
894	16235	1904
895	16252	1886
896	16269	1868
897	16287	1849
898	16303	1831
899	16322	1813
900	16339	1795
901	16356	1777
902	16372	1758
903	16389	1740
904	16406	1722
905	16423	1703
906	16440	1685
907	16456	1667
908	16473	1649
909	16491	1630
910	16508	1612
911	16525	1594
912	16542	1576
913	16559	1558
914	16576	1539
915	16593	1521
916	16610	1503
917	16628	1485
918	16647	1467
919	16665	1449
920	16683	1431
921	16702	1413
922	16722	1395
923	16741	1376
924	16759	1358
925	16777	1340
926	16796	1322
927	16824	1305
928	16842	1287
929	16861	1269
930	16879	1250
931	16897	1232
932	16917	1214
933	16935	1196
934	16954	1178
935	16972	1160
936	16991	1142
937	17008	1124
938	17027	1106
939	17046	1088
940	17064	1069
941	17083	1051
942	17102	1033
943	17119	1015
944	17137	997
945	17154	979
946	17172	961
947	17189	942
948	17206	924
949	17224	906
950	17242	888
951	17259	870
952	17276	852
953	17293	833
954	17311	815
955	17331	797
956	17353	779
957	17378	761
958	17447	745
959	17477	728
960	17507	710
961	17536	692
962	17558	674
963	17581	656
964	17605	638
965	17626	620
966	17645	602
967	17667	584
968	17686	565
969	17703	547
970	17721	529
971	17737	510
972	17755	492
973	17771	474
974	17788	456
975	17806	437
976	17825	419
977	17843	401
978	17861	383
979	17880	364
980	17900	346
981	17919	328
982	17937	310
983	17954	291
984	17973	273
985	17989	255
986	18009	237
987	18026	218
988	18044	200
989	18063	182
990	18079	164
991	18096	145
992	18113	127
993	18129	109
994	18146	91
995	18163	72
996	18180	54
997	18199	36
998	18216	18
999	18232	0
